,INFY.BO,YESBANK.BO,SUNPHARMA.BO,MARUTI.BO,KOTAKBANK.BO,INDUSINDBK.BO,AXISBANK.BO,RELIANCE.BO,TCS.BO,LT.BO,SBIN.BO,HDFC.BO,ICICIBANK.BO,TATASTEEL.BO,HDFCBANK.BO,ITC.BO,TATAMOTORS.BO,VEDL.BO,HINDUNILVR.BO,ADANIPORTS.BO,M&M.BO,BHARTIARTL.BO,BAJAJ-AUTO.BO,ASIANPAINT.BO,WIPRO.BO,HEROMOTOCO.BO,NTPC.BO,COALINDIA.BO,ONGC.BO,POWERGRID.BO,TATAMTRDVR.BO
505,669.299988,184.649994,440.299988,7272.450195,1240.900024,1577.400024,618.900024,1106.300049,1919.0366210000002,1426.400024,293.850006,1979.0,364.350006,493.85000599999995,2125.949951,280.5,168.550003,193.100006,1784.0,380.950012,741.5,312.799988,2689.399902,1381.550049,324.184601,3046.050049,146.600006,237.0,147.600006,195.399994,90.050003
506,667.549988,183.899994,435.35000599999995,7203.899901999999,1237.349976,1559.050049,607.950012,1091.75,1892.393555,1393.949951,291.049988,1935.800049,363.25,481.049988,2112.25,278.899994,166.199997,188.0,1787.3499760000002,378.450012,718.950012,313.149994,2700.399902,1385.150024,324.483765,3012.25,143.399994,235.0,143.199997,193.300003,89.199997
507,660.75,189.5,432.799988,7237.399901999999,1246.699951,1547.949951,619.849976,1099.050049,1869.941772,1389.300049,297.5,1971.1500239999998,365.549988,487.700012,2117.75,280.75,170.75,193.0,1780.25,381.5,726.150024,322.600006,2734.649902,1385.300049,322.688843,2992.550049,145.649994,235.69999700000002,145.649994,195.550003,91.5
508,671.150024,186.949997,430.049988,7349.0,1247.550049,1558.25,637.450012,1103.449951,1892.593262,1383.949951,295.700012,1971.0,367.5,485.950012,2120.0,281.75,175.25,193.449997,1784.699951,381.799988,729.599976,324.450012,2657.399902,1394.800049,323.28713999999997,2959.350098,148.399994,234.30000299999998,147.550003,198.399994,93.849998
509,669.849976,192.300003,447.14999400000005,7421.350098000001,1232.25,1577.599976,650.900024,1103.949951,1889.000977,1381.900024,305.100006,1959.25,380.200012,491.35000599999995,2102.850098,284.200012,179.350006,195.699997,1770.5999760000002,378.899994,724.549988,328.850006,2690.75,1401.25,324.932495,2974.800049,146.949997,233.94999700000002,147.399994,197.350006,96.099998
510,675.849976,186.399994,447.39999400000005,7465.850098000001,1238.900024,1600.800049,670.049988,1108.400024,1883.762207,1385.199951,305.049988,1993.300049,382.0,479.35000599999995,2116.199951,290.700012,183.100006,194.699997,1783.199951,377.399994,726.099976,335.149994,2695.649902,1402.900024,328.17334,2940.449951,146.149994,232.94999700000002,145.550003,197.199997,96.949997
511,679.75,186.699997,443.85000599999995,7385.950195,1221.349976,1566.449951,663.0,1105.650024,1884.11145,1390.25,304.649994,1979.0,379.700012,480.299988,2109.550049,289.549988,185.550003,195.100006,1785.9000239999998,379.850006,733.299988,337.25,2718.75,1397.550049,325.63052400000004,2922.649902,147.75,233.05000299999998,143.550003,196.100006,98.050003
512,683.700012,183.949997,443.200012,7319.799805,1221.25,1515.400024,666.5,1097.900024,1838.010132,1370.199951,302.549988,1987.6500239999998,378.549988,474.700012,2112.149902,295.399994,180.300003,196.550003,1768.3499760000002,377.0,728.700012,334.049988,2713.800049,1402.199951,327.176178,2900.350098,147.550003,232.30000299999998,144.699997,194.25,95.75
513,700.900024,195.399994,450.64999400000005,7402.549805,1210.449951,1484.050049,659.400024,1096.449951,1810.519165,1334.0,300.5,1969.300049,373.399994,470.700012,2100.850098,294.299988,182.300003,193.050003,1763.5,374.25,724.5,331.899994,2700.149902,1388.400024,312.467712,2867.300049,145.25,230.69999700000002,143.5,192.449997,96.599998
514,726.549988,202.949997,451.85000599999995,7349.549805,1212.150024,1496.650024,660.099976,1129.550049,1860.2126460000002,1341.050049,301.0,1990.800049,372.549988,475.14999400000005,2121.050049,296.600006,185.399994,198.899994,1787.6500239999998,384.75,726.650024,337.649994,2725.300049,1406.050049,330.018158,2911.149902,145.800003,232.600006,145.100006,192.399994,98.400002
515,736.549988,208.350006,453.35000599999995,7305.25,1205.099976,1526.900024,663.650024,1134.050049,1866.0999760000002,1342.550049,302.75,1974.3499760000002,375.100006,474.450012,2120.0,294.0,185.300003,196.25,1770.0,389.399994,725.650024,333.350006,2717.100098,1389.0,336.549683,2880.050049,146.100006,231.94999700000002,146.0,192.149994,98.699997
516,733.400024,201.449997,427.14999400000005,7333.700195,1220.099976,1522.449951,676.299988,1133.75,1895.0999760000002,1346.150024,297.350006,2004.25,373.350006,472.5,2129.050049,293.899994,184.800003,197.300003,1750.0999760000002,394.700012,734.25,332.299988,2726.350098,1389.449951,335.452789,2906.449951,145.300003,232.05000299999998,145.100006,194.25,98.0
517,731.0,198.25,390.75,7353.350098000001,1237.349976,1516.150024,664.299988,1182.949951,1900.4000239999998,1318.25,295.200012,2008.050049,371.899994,470.5,2131.199951,291.100006,183.100006,198.149994,1743.699951,398.600006,734.650024,310.950012,2716.550049,1401.300049,345.22522000000004,2893.0,144.350006,230.0,146.25,193.25,96.849998
518,742.75,192.100006,398.350006,7200.950195,1267.300049,1507.699951,660.25,1234.5,1905.800049,1314.199951,292.350006,2003.300049,371.25,471.549988,2146.550049,289.649994,181.399994,198.399994,1748.300049,395.950012,730.549988,310.450012,2685.449951,1420.650024,336.549683,2794.5,143.300003,229.149994,144.75,191.350006,95.75
519,744.349976,192.100006,418.049988,7068.25,1291.599976,1501.449951,661.799988,1234.75,1900.3499760000002,1300.800049,290.299988,1982.5999760000002,369.0,456.799988,2134.350098,289.75,180.449997,191.449997,1749.9000239999998,391.850006,708.049988,304.25,2683.949951,1406.550049,345.474518,2823.850098,142.800003,227.850006,144.449997,189.600006,95.550003
520,731.450012,197.300003,430.75,7042.149901999999,1276.199951,1493.599976,661.400024,1225.699951,1879.75,1301.0,286.5,1957.6500239999998,367.649994,463.799988,2109.75,277.700012,180.25,192.850006,1765.699951,386.700012,696.400024,304.049988,2677.399902,1396.050049,350.211121,2791.100098,140.550003,226.0,143.199997,186.100006,95.650002
